seed,method,final_total_loss,final_data_loss,final_physics_loss,min_total_loss,min_data_loss,min_physics_loss,mean_total_loss,mean_data_loss,mean_physics_loss,final_g_data_norm,final_g_physics_norm,mean_cosine,sampled_conflict_rate,late_mean_cosine,late_conflict_rate,wall_time_s,wall_time_min,peak_vram_mib
0,Adam Simple-Sum,0.001381015870720148,0.0009660298237577081,0.00041498610517010093,0.001381015870720148,0.0009660298237577081,0.00041498610517010093,0.021243182934202843,0.01720189074132739,0.00404129238132996,0.04093741625547409,0.03543712943792343,-0.7234971752334939,0.8712871287128713,-0.5395763530846565,0.7419354838709677,642.24,10.704,8535.08
0,Adam + ConFIG,0.0016143247485160828,0.0012535309651866555,0.00036079372512176633,0.0016143247485160828,0.0012535309651866555,0.0003398596018087119,0.023099791011911366,0.020952769880192262,0.0021470211760952406,0.1035270020365715,0.10388586670160294,-0.35922014975164196,0.693069306930693,0.07782385173824526,0.41935483870967744,674.29,11.238166666666666,7671.19
1,Adam Simple-Sum,0.0014264986384660006,0.0010218098759651184,0.00040468882070854306,0.0014264986384660006,0.0010218098759651184,0.00040468882070854306,0.02270924983347886,0.01812045897776722,0.004588790960888848,0.029412630945444107,0.03051086887717247,-0.7019678880598875,0.8514851485148515,-0.44684792658494366,0.6774193548387096,655.5888137817383,10.926480229695638,8535.08154296875
1,Adam + ConFIG,0.001610279898159206,0.001101375324651599,0.000508904573507607,0.0015170458937063813,0.0010746654588729143,0.0004270420176908374,0.02574243483659212,0.022923482858603544,0.002818952077690807,0.11110064387321472,0.149916410446167,-0.4716069509948392,0.7425742574257426,-0.011601968157675958,0.45161290322580644,662.6994659900665,11.044991099834442,7657.06640625
2,Adam Simple-Sum,0.001472091767936945,0.0009880352299660444,0.000484056567074731,0.001472091767936945,0.0009880352299660444,0.000484056567074731,0.02083650051666848,0.016743493969506112,0.004093006889780725,0.057403966784477234,0.06038583442568779,-0.6750307896792298,0.8415841584158416,-0.27675267236848033,0.6451612903225806,679.7514870166779,11.329191450277964,8535.08154296875
2,Adam + ConFIG,0.0015351242618635297,0.0012320270761847496,0.0003030971856787801,0.0015351242618635297,0.0012320270761847496,0.0003030971856787801,0.02282986523454437,0.020525981345914747,0.002303884377343451,0.09832463413476944,0.04527412727475166,-0.30771644783694996,0.6435643564356436,0.17142038986146932,0.3548387096774194,681.9494547843933,11.365824246406556,7657.06640625
